m0,m1,m2,m3,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation,month,day,hour,year
67.2773,69.0617,64.1454,65.1794,29,25.34,80,1009,4.25,303,0,0,23.3333,16.0934,11,146.725,72.4586,7,25,12,2022
68.6491,70.2255,69.0139,68.0643,23,25.37,81,1009,5.12,303,0,0,23.3333,16.0934,10,197.237,74.2953,7,25,13,2022
64.1298,67.9826,63.7398,72.4533,19,25.35,81,1009,5.41,305,0,0,23.8889,16.0934,6,234.487,66.8246,7,25,14,2022
59.6203,63.0762,60.5243,64.7652,19,25.35,82,1009,5.41,310,0,0,23.8889,16.0934,5,253.04,55.7254,7,25,15,2022
49.0272,52.7522,49.9273,55.7473,7,25.26,83,1009,5.23,311,0,0,23.3333,16.0934,3,264.456,43.64,7,25,16,2022
37.2471,40.0166,35.969,42.2109,6,25.15,84,1009,4.79,310,0,0,23.3333,16.0934,2,273.223,31.3262,7,25,17,2022
21.6459,25.7715,22.2474,22.5138,5,24.98,84,1008,4.28,314,0,0,23.3333,16.0934,1,281.075,19.1047,7,25,18,2022
7.71925,9.69236,7.94931,8.42093,4,24.71,86,1009,3.79,325,0,0,22.7778,11.2654,0,288.906,7.20385,7,25,19,2022
0,0,0,0,4,24.28,87,1008,3.18,346,0,0,22.7778,9.65606,0,297.353,-4.13023,7,25,20,2022
0,0,0,0,3,24.09,86,1009,2.73,350,0,0,22.7778,9.65606,0,307.015,-14.5679,7,25,21,2022
0,0,0,0,0,23.96,86,1009,2.57,15,0,0,22.7778,9.65606,0,318.5,-23.6332,7,25,22,2022
0,0,0,0,0,23.78,87,1009,1.97,43,0,0,22.2222,8.04672,0,332.297,-30.6577,7,25,23,2022
0,0,0,0,0,23.77,86,1009,1.71,67,0,0,22.2222,8.04672,0,348.369,-34.8329,7,26,0,2022
0,0,0,0,0,23.48,89,1009,1.65,77,0,0,21.6667,8.04672,0,5.6553,-35.4881,7,26,1,2022
0,0,0,0,0,23.44,89,1009,1.73,104,0,0,21.1111,8.04672,0,22.3363,-32.5012,7,26,2,2022
0,0,0,0,0,23.34,90,1009,1.82,120,0,0,21.6667,8.04672,0,36.9911,-26.3902,7,26,3,2022
0,0,0,0,1,23.34,90,1009,1.66,119,0,0,21.6667,8.04672,0,49.2591,-17.96,7,26,4,2022
0,0,0,0,13,23.28,90,1009,1.8,121,0,0,21.6667,8.04672,0,59.5062,-7.94402,7,26,5,2022
0,0,0,0,39,23.33,90,1009,1.75,118,0,0,21.6667,8.04672,0,68.3276,3.11622,7,26,6,2022
3.73806,7.87639,1.40834,5.55413,53,23.54,89,1010,2.02,120,0,0,22.2222,16.0934,1,76.3275,14.846,7,26,7,2022
13.2299,17.1498,9.15643,15.7304,60,24,87,1010,2.06,131,0,0,22.7778,16.0934,1,84.1193,26.9759,7,26,8,2022
21.3942,25.1523,27.1501,28.7168,65,24.55,85,1010,1.96,131,0,0,22.7778,8.04672,1,92.4744,39.2779,7,26,9,2022
33.9894,38.5593,40.39,46.1781,79,25.17,83,1010,1.25,130,0,0,21.6667,16.0934,2,102.728,51.4791,7,26,10,2022
40.7741,49.0736,48.5546,59.3682,74,25.79,81,1010,0.5,173,0,0,20.5556,16.0934,2,118.024,63.0404,7,26,11,2022
57.5525,63.9189,62.724,69.4454,82,26.29,78,1010,1.3,224,0,0,20,16.0934,6,147.062,72.2664,7,26,12,2022
55.4525,54.1875,55.6611,47.8798,87,26.91,75,1009,3,248,0,0,20.5556,8.04672,3,197.026,74.0852,7,26,13,2022
60.1891,62.393,65.4148,65.6511,89,27.03,76,1009,3.09,239,0,0,23.3333,16.0934,3,234.093,66.6716,7,26,14,2022
60.0054,55.9733,61.9695,61.5188,89,27.4,74,1009,2.76,222,0,0,23.3333,16.0934,2,252.716,55.6058,7,26,15,2022
43.5508,41.884,49.1517,46.6412,100,27.45,74,1008,2.39,206,0,0,22.7778,16.0934,1,264.193,43.5324,7,26,16,2022
33.191,32.328,32.0572,32.8365,99,27.06,76,1009,1.57,200,0,0,22.7778,16.0934,1,273,31.2195,7,26,17,2022
14.4474,18.5457,16.9477,18.9325,98,26.63,78,1009,0.69,200,0,0,22.7778,16.0934,0,280.877,18.9923,7,26,18,2022
5.86824,8.37762,6.63512,4.48027,81,26.03,82,1009,0.07,138,0,0,22.7778,11.2654,0,288.723,7.08074,7,26,19,2022
0,0,0,0,83,25.25,85,1009,0.89,40,0,0,22.7778,11.2654,0,297.182,-4.26834,7,26,20,2022
0,0,0,0,81,24.88,86,1009,1.68,50,0,0,22.7778,11.2654,0,306.857,-14.7249,7,26,21,2022
0,0,0,0,65,24.61,86,1009,1.89,75,0,0,23.3333,11.2654,0,318.36,-23.8122,7,26,22,2022
0,0,0,0,56,24.31,87,1009,2.07,108,0,0,23.3333,11.2654,0,332.193,-30.8587,7,26,23,2022
0,0,0,0,64,23.9,88,1009,2.4,128,0,0,22.7778,9.65606,0,348.321,-35.0497,7,27,0,2022
0,0,0,0,5,23.25,90,1009,3.19,122,0,0,21.6667,9.65606,0,5.67816,-35.7078,7,27,1,2022
0,0,0,0,4,23.06,90,1010,2.44,130,0,0,21.6667,9.65606,0,22.4229,-32.7096,7,27,2,2022
0,0,0,0,4,22.9,91,1009,3.17,111,0,0,21.6667,8.04672,0,37.1205,-26.5784,7,27,3,2022
0,0,0,0,3,22.74,92,1009,3.12,104,0,0,21.6667,9.65606,0,49.4128,-18.1261,7,27,4,2022
0,0,0,0,2,22.64,93,1009,3.69,101,0,0,22.2222,9.65606,0,59.6742,-8.09021,7,27,5,2022
0,0,0,0,30,22.62,93,1010,3.36,103,0,0,22.7778,9.65606,1,68.5074,2.98626,7,27,6,2022
4.35344,6.56153,3.07408,8.57246,47,23.01,91,1010,3.35,103,0,0,23.3333,11.2654,2,76.5219,14.7281,7,27,7,2022
15.389,16.3436,15.4258,18.8168,58,23.72,88,1010,3.58,112,0,0,22.7778,11.2654,3,84.3353,26.8653,7,27,8,2022
31.5864,30.7122,32.6415,29.5489,65,24.51,84,1010,3.17,123,0,0,22.2222,11.2654,5,92.7244,39.1685,7,27,9,2022
42.5058,43.0103,45.6912,44.6175,100,25.38,79,1010,3.43,125,0,0,21.6667,11.2654,7,103.031,51.3618,7,27,10,2022
59.8459,65.9281,58.5931,59.3684,96,26.33,73,1010,2.86,139,0,0,21.6667,16.0934,10,118.401,62.898,7,27,11,2022
68.4525,71.1914,65.8899,70.7552,98,26.93,70,1010,2.93,153,0,0,21.1111,16.0934,11,147.407,72.07,7,27,12,2022
69.2661,71.4181,65.8367,69.6576,98,27.43,69,1009,3.36,165,0,0,20.5556,16.0934,10,196.824,73.869,7,27,13,2022
68.9003,67.8444,62.7998,70.5314,99,27.61,68,1009,3.9,169,0,0,20,16.0934,7,233.699,66.5121,7,27,14,2022
61.2186,58.9892,66.0917,68.3743,99,27.6,68,1009,4.92,159,0,0,20.5556,16.0934,4,252.389,55.4804,7,27,15,2022
52.8642,49.3288,59.2602,57.5355,100,27.43,69,1009,5.38,154,0,0,21.1111,16.0934,3,263.927,43.4194,7,27,16,2022
39.5679,37.3615,39.7616,40.4487,100,27.04,70,1009,5.07,148,0,0,22.2222,16.0934,2,272.773,31.1077,7,27,17,2022
20.6983,24.7223,21.0984,22.0815,96,26.65,72,1009,4.41,146,0,0,22.7778,16.0934,1,280.674,18.8748,7,27,18,2022
6.48427,12.5072,6.44771,8.37004,85,26.06,76,1009,3.97,148,0,0,23.8889,11.2654,0,288.537,6.95261,7,27,19,2022
0,0,0,0,71,25.27,80,1009,3.63,146,0,0,24.4444,11.2654,0,297.008,-4.4116,7,27,20,2022
0,0,0,0,60,24.66,84,1010,3.19,134,0,0,24.4444,11.2654,0,306.695,-14.8874,7,27,21,2022
0,0,0,0,48,24.32,86,1010,3.28,120,0,0,23.8889,11.2654,0,318.219,-23.9968,7,27,22,2022
0,0,0,0,45,23.98,88,1010,3.41,118,0,0,23.3333,11.2654,0,332.088,-31.0654,7,27,23,2022
0,0,0,0,33,23.71,89,1010,3.23,123,0,0,22.2222,11.2654,0,348.275,-35.2722,7,28,0,2022
0,0,0,0,54,23.7,89,1010,3.47,124,0,0,21.6667,11.2654,0,5.70459,-35.9327,7,28,1,2022
0,0,0,0,58,23.68,90,1010,3.14,130,0,0,21.6667,11.2654,0,22.5147,-32.9222,7,28,2,2022
0,0,0,0,55,23.51,91,1010,2.97,127,0,0,22.2222,11.2654,0,37.2558,-26.7698,7,28,3,2022
0,0,0,0,18,23.4,91,1010,2.92,121,0,0,22.2222,11.2654,0,49.5723,-18.2945,7,28,4,2022
0,0,0,0,11,23.32,91,1010,2.99,122,0,0,22.7778,11.2654,0,59.848,-8.23808,7,28,5,2022
0,0,0,0,8,23.35,91,1010,2.77,119,0,0,23.3333,11.2654,0,68.6929,2.85505,7,28,6,2022
4.08304,8.64546,1.92667,6.12247,7,23.76,89,1011,2.79,110,0,0,23.3333,11.2654,1,76.722,14.6091,7,28,7,2022
13.1278,17.522,9.49852,13.8612,14,24.51,86,1011,2.98,114,0,0,22.7778,11.2654,1,84.5574,26.7536,7,28,8,2022
28.1912,28.9745,26.7125,22.0447,18,25.41,83,1011,3.57,126,0,0,22.2222,11.2654,2,92.981,39.0581,7,28,9,2022
52.2106,47.5762,44.9551,45.4031,26,26.48,79,1011,3.68,134,0,0,22.2222,11.2654,7,103.342,51.2429,7,28,10,2022
60.637,57.3752,52.8837,54.0444,16,27.3,77,1011,3.5,145,0,0,21.6667,11.2654,10,118.786,62.7529,7,28,11,2022
67.7909,63.3136,60.0009,61.9561,14,28.04,74,1010,3.63,149,0,0,22.2222,11.2654,11,147.76,71.8694,7,28,12,2022
69.8529,66.3831,66.9285,65.9924,14,28.59,73,1010,4.71,150,0,0,21.6667,11.2654,10,196.63,73.6469,7,28,13,2022
67.1106,68.1022,62.8756,68.2345,16,28.87,71,1010,5.29,144,0,0,22.2222,8.04672,6,233.305,66.3462,7,28,14,2022
60.9262,58.9967,56.9738,62.38,17,28.99,70,1010,5.45,142,0,0,22.2222,8.04672,3,252.058,55.3491,7,28,15,2022
54.0288,51.0298,46.8192,51.4942,15,28.98,71,1009,5.5,139,0,0,21.6667,9.65606,3,263.657,43.3011,7,28,16,2022
42.2513,37.4882,33.5179,35.9458,15,28.54,73,1009,5.65,141,0,0,21.6667,9.65606,2,272.542,30.9909,7,28,17,2022
21.4599,22.6369,19.9679,17.5896,13,28,76,1009,5.56,137,0,0,22.2222,9.65606,1,280.469,18.7524,7,28,18,2022
9.94646,8.13397,6.88474,7.12111,13,27.22,80,1010,5.01,129,0,0,22.2222,9.65606,0,288.348,6.81947,7,28,19,2022
0,0,0,0,11,26.47,83,1010,4.55,115,0,0,22.2222,9.65606,0,296.832,-4.55999,7,28,20,2022
0,0,0,0,11,25.98,85,1010,4.49,107,0,0,22.2222,9.65606,0,306.532,-15.0551,7,28,21,2022
0,0,0,0,7,25.58,88,1011,4.1,106,0,0,22.7778,9.65606,0,318.076,-24.1869,7,28,22,2022
0,0,0,0,4,25.28,89,1011,4.16,109,0,0,23.3333,9.65606,0,331.982,-31.2778,7,28,23,2022
0,0,0,0,3,25.1,89,1011,4.5,114,0,0,23.3333,9.65606,0,348.23,-35.5002,7,29,0,2022
0,0,0,0,64,24.86,92,1011,3.49,110,0,0,23.8889,9.65606,0,5.73466,-36.1627,7,29,1,2022
0,0,0,0,56,24.71,93,1011,3.31,107,0,0,23.8889,9.65606,0,22.6116,-33.1389,7,29,2,2022
0,0,0,0,50,24.62,92,1011,2.99,105,0,0,23.8889,9.65606,0,37.3968,-26.9643,7,29,3,2022
0,0,0,0,10,24.56,91,1011,2.89,102,0,0,23.8889,9.65606,0,49.7377,-18.4652,7,29,4,2022
0,0,0,0,9,24.56,90,1011,2.77,93,0,0,23.8889,9.65606,0,60.0274,-8.38755,7,29,5,2022
0,0,0,0,9,24.62,89,1011,2.85,80,0,0,24.4444,9.65606,1,68.8841,2.72266,7,29,6,2022
6.11447,10.1673,3.1517,7.23321,10,25.09,87,1011,2.9,74,0,0,25,9.65606,2,76.9279,14.4892,7,29,7,2022
18.5155,21.9955,14.9719,17.0652,19,25.86,83,1012,2.96,77,0,0,24.4444,11.2654,3,84.7854,26.6411,7,29,8,2022
40.5439,37.7007,35.7549,34.5392,30,26.8,78,1012,3.49,92,0,0,23.8889,11.2654,5,93.2442,38.9465,7,29,9,2022
52.6852,52.5519,51.5983,52.9956,87,27.89,73,1011,3.7,97,0,0,23.8889,11.2654,7,103.661,51.1224,7,29,10,2022
61.4063,70.0996,58.63,63.3491,93,28.74,70,1011,4.38,113,0,0,23.3333,16.0934,10,119.18,62.6051,7,29,11,2022
69.211,75.0015,65.3532,73.9264,79,29.45,68,1011,5.18,119,0,0,23.3333,16.0934,11,148.119,71.6646,7,29,12,2022
72.7924,77.7707,72.0547,77.2509,67,30.03,64,1010,5.76,124,0,0,22.7778,16.0934,10,196.445,73.419,7,29,13,2022
70.4505,76.7655,74.6692,77.5082,64,30.17,63,1010,6.32,125,0,0,22.2222,16.0934,7,232.911,66.1739,7,29,14,2022
67.5215,70.9545,72.2225,76.4002,68,30.01,63,1010,7.05,124,0,0,21.6667,16.0934,5,251.724,55.2121,7,29,15,2022
51.8253,53.9509,60.0746,61.8658,100,29.66,64,1009,6.97,124,0,0,21.6667,16.0934,3,263.383,43.1775,7,29,16,2022
39.5658,41.5736,39.7318,47.4471,100,29.29,66,1009,6.2,124,0,0,22.2222,16.0934,2,272.308,30.8689,7,29,17,2022
22.7702,28.484,21.8727,29.1801,95,28.74,69,1009,5.33,130,0,0,22.7778,16.0934,1,280.261,18.625,7,29,18,2022
12.4494,14.1236,6.31083,10.0901,89,27.81,74,1009,4.07,134,0,0,22.7778,11.2654,0,288.156,6.68134,7,29,19,2022
0,0,0,0,86,26.93,78,1010,2.27,121,0,0,22.7778,11.2654,0,296.653,-4.71348,7,29,20,2022
0,0,0,0,77,26.44,80,1010,1.79,97,0,0,22.7778,11.2654,0,306.366,-15.2281,7,29,21,2022
0,0,0,0,36,26.18,81,1010,1.79,70,0,0,22.7778,11.2654,0,317.932,-24.3826,7,29,22,2022
0,0,0,0,60,26.02,82,1010,2.11,58,0,0,22.2222,11.2654,0,331.877,-31.4958,7,29,23,2022
0,0,0,0,63,25.9,82,1010,2.38,51,0,0,22.2222,11.2654,0,348.186,-35.7338,7,30,0,2022
0,0,0,0,0,25.63,84,1009,3.46,67,0,0,21.1111,16.0934,0,5.76845,-36.3975,7,30,1,2022
0,0,0,0,0,25.48,84,1009,3.33,66,0,0,20.5556,16.0934,0,22.7139,-33.3596,7,30,2,2022
0,0,0,0,0,25.49,84,1009,3.21,70,0,0,20.5556,16.0934,0,37.5438,-27.1618,7,30,3,2022
0,0,0,0,0,25.65,82,1008,3.65,85,0,0,21.1111,16.0934,0,49.909,-18.638,7,30,4,2022
0,0,0,0,0,25.69,81,1008,3.8,84,0,0,21.1111,16.0934,0,60.2125,-8.53853,7,30,5,2022
0,0,0,0,0,25.92,80,1008,4.62,89,0,0,21.1111,16.0934,1,69.0807,2.58915,7,30,6,2022
6.01498,10.1772,1.39003,8.20175,0,26.27,79,1009,6.34,92,0,0,21.1111,11.2654,1,77.1393,14.3684,7,30,7,2022
20.8716,23.6886,13.375,19.5521,0,26.62,79,1009,5.83,90,0,0,21.1111,16.0934,2,85.0194,26.5277,7,30,8,2022
38.3559,37.8613,36.5722,40.5329,2,27.2,78,1009,5.88,103,0,0,21.1111,16.0934,4,93.5138,38.8338,7,30,9,2022
43.3041,39.2843,43.0231,40.4112,78,27.28,78,1009,6.43,106,0,0,21.6667,9.65606,5,103.987,51.0003,7,30,10,2022
54.988,54.9897,49.4132,56.7763,89,26.77,81,1009,5.93,101,0,0,22.7778,16.0934,8,119.581,62.4547,7,30,11,2022
53.3194,47.797,47.8878,51.3082,92,26.9,82,1009,5.83,105,0,0,23.8889,9.65606,8,148.485,71.4557,7,30,12,2022
46.556,43.2603,40.2696,45.3428,94,26.55,82,1009,5.71,99,0,0,25,8.04672,4,196.269,73.1854,7,30,13,2022
40.7029,42.8869,42.9057,46.9948,95,27.08,80,1008,5.35,96,0,0,26.6667,8.04672,3,232.519,65.9953,7,30,14,2022
44.2017,44.362,58.265,49.0032,94,27.68,78,1007,4.92,103,0,0,25.5556,16.0934,2,251.388,55.0693,7,30,15,2022
33.548,33.1732,37.3279,31.6403,93,27.59,78,1007,4.95,115,0,0,25.5556,8.04672,1,263.106,43.0485,7,30,16,2022
25.8718,25.06,22.3714,21.6983,95,27.98,77,1007,4.39,114,0,0,25.5556,8.04672,0,272.071,30.7419,7,30,17,2022
16.9497,19.7544,15.9135,22.3753,95,28.05,77,1007,4.85,115,0,0,25,16.0934,0,280.049,18.4927,7,30,18,2022
8.47471,11.4864,5.15447,11.3809,96,27.43,80,1007,5.05,106,0,0,25.5556,16.0934,0,287.962,6.53822,7,30,19,2022
0,0,0,0,95,26.78,81,1007,5.14,102,0,0,25,16.0934,0,296.471,-4.87204,7,30,20,2022
0,0,0,0,95,26.44,81,1007,4.91,89,0,0,24.4444,4.82803,0,306.199,-15.4064,7,30,21,2022
0,0,0,0,42,26.26,82,1007,5.07,95,0,0,23.8889,4.82803,0,317.786,-24.5837,7,30,22,2022
0,0,0,0,51,26.06,83,1007,5.46,99,0,0,23.8889,4.82803,0,331.77,-31.7194,7,30,23,2022
0,0,0,0,37,26.06,84,1007,5.56,94,0,0,23.8889,16.0934,0,348.144,-35.9728,7,31,0,2022
0,0,0,0,100,25.46,93,1005,6.66,105,1.65,0,23.8889,9.65606,0,5.80601,-36.6373,7,31,1,2022
0,0,0,0,100,25.72,92,1005,7.37,108,0.53,0,23.8889,16.0934,0,22.8214,-33.5841,7,31,2,2022
0,0,0,0,100,25.97,91,1005,8.55,118,0.62,0,23.8889,9.65606,0,37.6966,-27.3621,7,31,3,2022
0,0,0,0,100,26.25,88,1004,9.39,123,0.33,0,23.8889,9.65606,0,50.086,-18.8129,7,31,4,2022
0,0,0,0,100,26.26,88,1004,9.88,122,0,0,23.8889,16.0934,0,60.4033,-8.69094,7,31,5,2022
0,0,0,0,100,26.34,87,1004,10.25,119,0.14,0,24.4444,9.65606,0,69.283,2.45461,7,31,6,2022
2.13486,2.80002,0.54378,4.1997,100,26.58,85,1004,10.57,117,0.11,0,24.4444,16.0934,0,77.3563,14.2467,7,31,7,2022
6.56776,8.08807,9.86331,11.0893,100,26.46,86,1004,11.57,115,0.42,0,24.4444,9.65606,1,85.2591,26.4134,7,31,8,2022
11.0394,9.7197,17.3945,10.5542,100,25.96,89,1004,10.26,107,0.54,0,24.4444,16.0934,1,93.7898,38.7201,7,31,9,2022
8.8063,14.7973,25.4073,18.5654,100,25.94,88,1003,11.61,109,0.33,0,24.4444,9.65606,1,104.319,50.8766,7,31,10,2022
9.47076,8.49082,19.8414,11.3872,100,25.4,92,1001,13.51,105,4.01,0,24.4444,9.65606,2,119.991,62.3017,7,31,11,2022
12.418,20.5115,1.4813,1.40045,100,25.05,95,1000,12.32,100,21.53,0,24.4444,16.0934,2,148.857,71.2426,7,31,12,2022
12.7907,8.89497,18.2913,8.5748,100,25.97,93,1001,14.91,142,8.07,0,25.5556,8.04672,2,196.101,72.9461,7,31,13,2022
26.7541,17.4487,17.0948,11.8775,100,26.48,89,1002,13.46,147,1.68,0,25.5556,16.0934,2,232.128,65.8102,7,31,14,2022
11.2717,21.1695,18.9702,16.4445,100,26.33,90,1001,12.35,135,0.46,0,25.5556,8.04672,1,251.049,54.9206,7,31,15,2022
17.3556,20.7814,20.5728,15.7297,100,27.03,88,1001,13.07,149,0.28,0,25.5556,8.04672,1,262.826,42.9141,7,31,16,2022
12.3105,17.8073,18.1777,11.8269,100,27.22,87,1002,13.64,152,0.48,0,25,8.04672,0,271.831,30.6098,7,31,17,2022
8.61786,12.1097,10.6713,10.6711,100,27.06,88,1002,13.42,152,0.2,0,25,16.0934,0,279.835,18.3553,7,31,18,2022
4.07931,6.61318,6.06652,3.68289,100,26.66,88,1002,13.13,151,0,0,24.4444,4.82803,0,287.765,6.39015,7,31,19,2022
0,0,0,0,100,26.8,87,1002,12.63,154,0,0,23.3333,6.43738,0,296.287,-5.03563,7,31,20,2022
0,0,0,0,100,26.92,87,1003,12.1,153,0,0,23.8889,6.43738,0,306.029,-15.5899,7,31,21,2022
0,0,0,0,100,26.94,87,1003,11.64,152,0,0,23.8889,6.43738,0,317.639,-24.7901,7,31,22,2022
0,0,0,0,100,26.95,87,1004,11.72,154,0.19,0,23.8889,4.82803,0,331.664,-31.9485,7,31,23,2022
0,0,0,0,96,26.95,87,1004,11.6,155,0.64,0,24.4444,6.43738,0,348.104,-36.2172,8,1,0,2022
0,0,0,0,100,26.63,88,1004,10.98,138,0.5,0,23.8889,16.0934,0,5.84744,-36.8818,8,1,1,2022
0,0,0,0,100,26.43,89,1003,10.41,138,0.14,0,23.8889,6.43738,0,22.9344,-33.8125,8,1,2,2022
0,0,0,0,100,26.45,89,1003,9.91,136,0.3,0,23.8889,16.0934,0,37.8553,-27.5653,8,1,3,2022
0,0,0,0,100,26.52,89,1003,9.85,131,0.29,0,23.8889,16.0934,0,50.269,-18.9897,8,1,4,2022
0,0,0,0,100,26.57,88,1002,10.83,130,0.12,0,23.3333,16.0934,0,60.5997,-8.84469,8,1,5,2022
0,0,0,0,100,26.6,89,1003,11.35,134,0.54,0,23.8889,16.0934,0,69.4906,2.31909,8,1,6,2022
0.722508,2.59464,0.563457,5.59587,100,26.61,89,1003,11.6,134,0.81,0,23.3333,8.04672,1,77.5788,14.1242,8,1,7,2022
8.00969,3.61879,5.30915,5.7031,100,26.74,88,1003,11.71,136,0.44,0,23.3333,16.0934,1,85.5046,26.2984,8,1,8,2022
15.6864,9.72232,15.8841,9.46745,100,26.74,89,1003,11.22,138,0.2,0,22.7778,16.0934,2,94.072,38.6053,8,1,9,2022
15.6674,15.01,21.0001,18.1661,100,26.87,89,1003,10.89,140,0.28,0,23.8889,8.04672,2,104.659,50.7512,8,1,10,2022
23.9678,21.5435,22.9598,16.8269,100,26.9,90,1003,9.22,150,1.09,0,23.8889,16.0934,3,120.407,62.1459,8,1,11,2022
36.2269,29.4543,26.4957,31.9649,100,26.59,91,1004,6.76,187,1.48,0,23.8889,16.0934,4,149.234,71.0254,8,1,12,2022
40.0586,35.1521,40.0715,37.352,100,26.99,88,1004,5.63,194,0.21,0,24.4444,8.04672,3,195.942,72.7012,8,1,13,2022
54.0617,43.1946,51.7613,55.0006,100,27.28,87,1004,5.7,200,0,0,24.4444,16.0934,3,231.738,65.6189,8,1,14,2022
46.0782,39.6084,55.3823,55.795,94,27.31,86,1004,6.07,196,0.12,0,23.8889,16.0934,2,250.709,54.766,8,1,15,2022
40.8529,34.1053,46.0032,34.9288,17,27.33,86,1004,6.22,195,0,0,24.4444,8.04672,1,262.544,42.7744,8,1,16,2022
33.3069,27.9619,36.5364,27.1995,13,27.24,87,1004,6.18,194,0,0,23.8889,16.0934,1,271.589,30.4726,8,1,17,2022
14.8916,14.7277,21.548,14.3486,15,27.01,88,1004,5.99,190,0,0,24.4444,16.0934,0,279.618,18.213,8,1,18,2022
8.11468,8.82814,7.27144,6.07581,16,26.75,90,1005,5.59,184,0,0,23.8889,8.04672,0,287.565,6.23715,8,1,19,2022
0,0,0,0,17,26.4,91,1005,4.82,176,0,0,23.8889,8.04672,0,296.101,-5.20424,8,1,20,2022
0,0,0,0,23,26.23,92,1006,4.38,165,0,0,23.8889,8.04672,0,305.857,-15.7785,8,1,21,2022
0,0,0,0,87,26,92,1006,4.07,160,0,0,23.8889,8.04672,0,317.49,-25.0019,8,1,22,2022
0,0,0,0,53,25.91,93,1007,4.2,157,0,0,23.8889,8.04672,0,331.557,-32.183,8,1,23,2022
0,0,0,0,39,25.81,93,1007,4.41,157,0.15,0,23.8889,8.04672,0,348.065,-36.4669,8,2,0,2022
0,0,0,0,98,25.55,93,1007,6.02,172,0.3,0,23.3333,6.43738,0,5.89279,-37.131,8,2,1,2022
0,0,0,0,99,25.65,93,1007,5.85,179,0.37,0,23.3333,6.43738,0,23.0528,-34.0446,8,2,2,2022
0,0,0,0,99,25.61,92,1007,5.41,181,0,0,23.3333,6.43738,0,38.02,-27.7711,8,2,3,2022
0,0,0,0,98,25.42,93,1007,4.88,175,0.11,0,23.3333,6.43738,0,50.4577,-19.1683,8,2,4,2022
0,0,0,0,79,25.23,94,1008,4.84,171,0.13,0,23.3333,6.43738,0,60.8016,-8.9997,8,2,5,2022
0,0,0,0,84,25.38,94,1008,5.1,174,0.21,0,23.3333,6.43738,0,69.7037,2.18267,8,2,6,2022
3.63173,7.76811,0.91367,6.69311,87,25.81,92,1009,5.67,181,0.13,0,23.8889,16.0934,1,77.8066,14.001,8,2,7,2022
17.4795,17.4934,11.1797,21.451,89,26.14,90,1009,5.54,184,0,0,24.4444,16.0934,2,85.7557,26.1825,8,2,8,2022
34.8047,34.1218,36.5784,30.7955,91,26.28,89,1010,5.36,188,0,0,24.4444,16.0934,5,94.3603,38.4895,8,2,9,2022
50.4298,47.5138,46.294,39.8215,99,26.65,86,1010,5.43,193,0.1,0,23.8889,16.0934,7,105.006,50.6243,8,2,10,2022
54.0889,44.3556,47.3469,45.123,100,27.16,83,1010,5.15,195,0,0,24.4444,8.04672,7,120.831,61.9875,8,2,11,2022
59.3355,57.0791,55.7621,58.0412,99,27.45,82,1010,5.51,201,0,0,23.8889,16.0934,5,149.616,70.8042,8,2,12,2022
69.701,65.516,64.0215,70.1812,96,27.55,82,1010,5.43,205,0,0,23.3333,16.0934,10,195.791,72.4509,8,2,13,2022
65.19,62.0627,63.2742,70.1763,95,27.75,82,1010,5.54,209,0,0,23.3333,16.0934,7,231.351,65.4212,8,2,14,2022
60.2836,54.9593,65.1013,64.4975,94,27.74,82,1010,5.88,208,0,0,23.3333,16.0934,4,250.366,54.6057,8,2,15,2022
50.6788,45.8533,57.7919,55.5015,99,27.7,83,1010,5.6,209,0,0,23.3333,16.0934,3,262.259,42.6293,8,2,16,2022
38.5187,34.7402,40.5541,40.3663,99,27.58,84,1009,5.35,209,0,0,23.3333,16.0934,2,271.343,30.3303,8,2,17,2022
20.0866,21.6426,18.6645,15.3156,97,27.34,85,1010,4.94,206,0,0,24.4444,8.04672,1,279.399,18.0658,8,2,18,2022
9.96737,13.0235,6.52227,6.65181,97,26.98,88,1010,4.55,201,0,0,24.4444,9.65606,0,287.363,6.07924,8,2,19,2022
0,0,0,0,97,26.46,91,1010,4.22,194,0,0,24.4444,9.65606,0,295.912,-5.37781,8,2,20,2022
0,0,0,0,94,26.29,92,1011,3.72,191,0,0,24.4444,9.65606,0,305.683,-15.9722,8,2,21,2022
0,0,0,0,23,26.05,93,1011,3.35,185,0,0,24.4444,9.65606,0,317.339,-25.2189,8,2,22,2022
0,0,0,0,12,25.93,93,1011,3.05,182,0,0,24.4444,9.65606,0,331.45,-32.4229,8,2,23,2022
0,0,0,0,8,25.78,93,1011,2.88,176,0,0,24.4444,9.65606,0,348.028,-36.7217,8,3,0,2022
0,0,0,0,3,25.32,93,1011,3.45,175,0,0,23.8889,9.65606,0,5.94213,-37.3848,8,3,1,2022
0,0,0,0,2,25.24,94,1011,3.44,172,0,0,23.3333,4.82803,0,23.1767,-34.2803,8,3,2,2022
0,0,0,0,2,25.11,94,1011,3.3,157,0,0,23.3333,8.04672,0,38.1906,-27.9795,8,3,3,2022
0,0,0,0,4,24.98,94,1011,3.33,148,0,0,23.3333,6.43738,0,50.6523,-19.3487,8,3,4,2022
0,0,0,0,2,24.92,94,1011,3,144,0,0,23.3333,8.04672,0,61.0091,-9.15589,8,3,5,2022
